season,home_team,away_team,home_score,away_score,location
2024,Murray St.,Missouri St.,35,60,0
2024,Eastern Michigan,Miami OH,37,52,1
2024,Towson,North Texas,39,65,0
2024,DePaul,Seton Hall,39,72,1
2024,Virginia,Wisconsin,41,65,0
2024,Fresno St.,San Diego St.,41,73,1
2024,Houston,Iowa St.,41,69,0
2024,Georgia Southern,Florida Gulf Coast,42,53,0
2024,Navy,American,42,59,1
2024,Northern Iowa,Murray St.,43,71,1
2024,Pacific,Saint Mary's,43,84,1
2024,American,Loyola MD,43,44,1
2024,Air Force,UNLV,43,72,1
2024,Robert Morris,Oakland,43,63,1
2024,Rice,Temple,43,65,1
2024,Loyola MD,Lafayette,44,70,1
2024,Wagner,Merrimack,44,60,1
2024,Virginia,North Carolina,44,54,1
2024,Notre Dame,The Citadel,45,65,1
2024,North Dakota,St. Thomas,45,70,1
2024,Coastal Carolina,Appalachian St.,45,70,1
2024,Sacramento St.,Idaho,45,61,1
2024,DePaul,Northwestern,46,56,1
2024,Kansas St.,Nebraska,46,62,1
2024,Arizona St.,Northwestern,46,65,0
2024,Eastern Michigan,Akron,46,77,1
2024,Rutgers,Penn St.,46,61,1
2024,Cal Baptist,Utah Valley,46,69,1
2024,Rutgers,Maryland,46,63,1
2024,Loyola MD,Bucknell,46,68,1
2024,Eastern Illinois,Little Rock,47,71,1
2024,North Dakota,UMKC,47,65,1
2024,Nicholls St.,McNeese St.,47,74,1
2024,Wofford,UNC Greensboro,47,58,1
2024,Cal Baptist,Grand Canyon,47,68,1
2024,Fresno St.,Wyoming,47,86,1
2024,Merrimack,Wagner,47,54,0
2024,Dartmouth,UMass Lowell,48,81,1
2024,NJIT,Saint Peter's,48,75,1
2024,Eastern Illinois,Coppin St.,48,46,0
2024,Chaminade,UCLA,48,76,0
2024,Creighton,Colorado St.,48,69,0
2024,Lafayette,Drexel,48,69,1
2024,DePaul,Villanova,48,84,1
2024,Seattle,Cal Baptist,48,46,1
2024,Lafayette,Boston University,48,62,1
2024,Bradley,Illinois St.,48,45,1
2024,Air Force,Boise St.,48,79,1
2024,Idaho,Montana St.,48,62,1
2024,Rider,Saint Peter's,48,50,0
2024,Coppin St.,Towson,49,70,1
2024,Towson,Houston,49,65,0
2024,Arizona St.,BYU,49,77,0
2024,Sacred Heart,Boston University,49,70,1
2024,Stephen F. Austin,Louisiana Tech,49,56,1
2024,Jacksonville St.,Illinois Chicago,49,55,1
2024,Santa Clara,Saint Mary's,49,73,1
2024,Mercer,East Tennessee St.,49,54,1
2024,Tennessee St.,Morehead St.,49,68,1
2024,VCU,Dayton,49,47,1
2024,North Carolina A&T,Hofstra,49,81,1
2024,Virginia,Wake Forest,49,47,1
2024,Virginia Tech,Florida Atlantic,50,84,0
2024,Austin Peay,Morehead St.,50,61,1
2024,Detroit Mercy,Oakland,50,65,1
2024,Chicago St.,St. Thomas,50,66,1
2024,George Mason,VCU,50,54,1
2024,Hawaii,UC Irvine,50,60,1
2024,Illinois St.,Valparaiso,50,59,1
2024,Marist,Siena,50,48,1
2024,IUPUI,Youngstown St.,50,78,1
2024,Maine,Binghamton,50,51,1
2024,USC,UCLA,50,65,1
2024,Grambling St.,Alabama A&M,50,60,1
2024,Louisville,Notre Dame,50,72,1
2024,Manhattan,Marist,50,57,1
2024,Fordham,Rhode Island,50,58,1
2024,Nicholls St.,SIU Edwardsville,51,60,0
2024,Loyola MD,Sacred Heart,51,66,0
2024,Bellarmine,Morehead St.,51,64,1
2024,Stanford,Northern Iowa,51,73,0
2024,Siena,Albany,51,86,1
2024,Army,Central Connecticut,51,79,1
2024,Western Michigan,St. Thomas,51,66,1
2024,Siena,Bryant,51,67,1
2024,Lafayette,La Salle,51,67,1
2024,Northwestern St.,Rice,51,76,1
2024,Hawaii,TCU,51,65,1
2024,South Dakota,Nebraska Omaha,51,67,1
2024,Northern Illinois,Akron,51,73,1
2024,Detroit Mercy,Green Bay,51,69,1
2024,Monmouth,Towson,51,43,1
2024,Arkansas,Auburn,51,83,1
2024,Boston University,Lafayette,51,59,1
2024,Liberty,Jacksonville St.,51,61,1
2024,Middle Tennessee,Sam Houston St.,51,60,1
2024,Dartmouth,Yale,51,76,1
2024,Cal Poly,Cal St. Fullerton,51,54,1
2024,Stephen F. Austin,Grand Canyon,51,53,1
2024,Siena,Iona,51,70,1
2024,Georgia Tech,Wake Forest,51,80,1
2024,Siena,Marist,51,67,1
2024,Missouri,Mississippi St.,51,75,1
2024,Portland,Saint Mary's,51,76,1
2024,Cal Poly,Hawaii,51,80,1
2024,VMI,Western Carolina,51,84,1
2024,Army,American,51,73,1
2024,Stonehill,Sacred Heart,51,79,1
2024,George Mason,Duquesne,51,59,1
2024,Liberty,UTEP,51,67,1
2024,Rhode Island,George Mason,51,69,1
2024,Rutgers,Ohio St.,51,73,1
2024,VCU,Duquesne,51,57,0
2024,North Texas,St. John's,52,53,0
2024,Florida Atlantic,Bryant,52,61,1
2024,Hampton,San Jose St.,52,71,0
2024,Southern Indiana,Bowling Green,52,54,1
2024,Canisius,Saint Peter's,52,54,1
2024,Sacramento St.,UC San Diego,52,83,1
2024,Lafayette,Army,52,47,1
2024,Notre Dame,N.C. State,52,54,1
2024,Cal Poly,UC Santa Barbara,52,61,1
2024,Grambling St.,Texas Southern,52,54,1
2024,Eastern Illinois,Morehead St.,52,78,1
2024,Middle Tennessee,Louisiana Tech,52,60,1
2024,Mercer,Western Carolina,52,64,1
2024,Florida A&M,Grambling St.,52,65,1
2024,Loyola MD,American,52,66,1
2024,Wichita St.,East Carolina,52,54,1
2024,Louisville,Virginia,52,69,1
2024,Siena,Saint Peter's,52,63,1
2024,Buffalo,Kent St.,52,83,1
2024,Cal Poly,UC Davis,52,59,1
2024,William & Mary,Towson,52,61,1
2024,American,Boston University,52,67,1
2024,UCF,Iowa St.,52,60,1
2024,Kansas,Cincinnati,52,72,0
2024,Washington St.,Colorado,52,58,0
2024,Montana St.,Green Bay,53,54,0
2024,Austin Peay,Murray St.,53,49,1
2024,Dartmouth,Marist,53,63,1
2024,Nevada,Drake,53,72,0
2024,USC Upstate,Western Carolina,53,70,1
2024,Cal Poly,Eastern Washington,53,62,1
2024,UTSA,Army,53,63,1
2024,Maryland,Purdue,53,67,1
2024,UCLA,Stanford,53,59,1
2024,Northeastern,Stony Brook,53,62,1
2024,Texas A&M,LSU,53,68,1
2024,Pittsburgh,Duke,53,75,1
2024,Missouri St.,Murray St.,53,77,1
2024,UC Riverside,Long Beach St.,53,65,1
2024,Kansas St.,Oklahoma,53,73,1
2024,FIU,Louisiana Tech,53,93,1
2024,William & Mary,Delaware,53,81,1
2024,Dartmouth,Cornell,53,56,1
2024,Maryland,Rutgers,53,56,1
2024,Lindenwood,Tennessee Tech,53,62,0
2024,Holy Cross,Army,53,59,1
2024,Wagner,Sacred Heart,53,63,1
2024,Iona,Saint Peter's,53,59,1
2024,Harvard,Princeton,53,66,1
2024,Evansville,Southern Illinois,53,65,1
2024,Texas A&M Commerce,Lamar,53,70,1
2024,Michigan St.,Northwestern,53,49,1
2024,Illinois St.,Evansville,53,59,0
2024,St. Thomas,Idaho St.,54,53,1
2024,Saint Joseph's,Texas A&M Commerce,54,57,1
2024,Saint Mary's,San Diego St.,54,79,0
2024,Charlotte,George Mason,54,49,0
2024,DePaul,San Francisco,54,70,0
2024,Florida A&M,Oregon,54,67,1
2024,New Mexico St.,Southern Illinois,54,81,0
2024,Southern Miss,South Dakota St.,54,65,1
2024,West Virginia,Virginia,54,56,0
2024,Morgan St.,Longwood,54,88,1
2024,St. Bonaventure,Florida Atlantic,54,64,0
2024,UMass Lowell,Central Connecticut,54,57,1
2024,Utah St.,San Francisco,54,53,0
2024,Central Arkansas,Western Illinois,54,65,1
2024,Portland,Temple,54,55,0
2024,N.C. State,North Carolina,54,67,1
2024,Chattanooga,UNC Greensboro,54,70,1
2024,Louisiana Monroe,Texas St.,54,67,1
2024,UC Davis,UC Irvine,54,52,1
2024,Duquesne,St. Bonaventure,54,50,1
2024,La Salle,Dayton,54,66,1
2024,Northeastern,UNC Wilmington,54,77,1
2024,UT Rio Grande Valley,Cal Baptist,54,63,1
2024,American,Colgate,54,73,1
2024,Grambling St.,Mississippi Valley St.,54,46,1
2024,Texas A&M Commerce,Texas A&M Corpus Chris,54,69,1
2024,Houston Christian,McNeese St.            1,54,5,1
2024,Georgetown,Villanova,54,70,1
2024,North Carolina A&T,Delaware,54,62,1
2024,Army,Lehigh,54,85,1
2024,UTEP,Sam Houston St.,54,65,1
2024,Bucknell,Army,54,41,1
2024,TCU,Baylor,54,62,1
2024,Wagner,Fairleigh Dickinson,54,57,1
2024,Oral Roberts,UMKC,54,71,1
2024,Charlotte,Temple,54,58,0
2024,Air Force,Portland St.,55,62,1
2024,Army,Marist,55,71,1
2024,Missouri,Memphis,55,70,1
2024,Weber St.,Colgate,55,57,0
2024,Stony Brook,Rider,55,48,1
2024,Campbell,Idaho St.,55,69,1
2024,Florida Gulf Coast,UNC Wilmington,55,71,1
2024,IUPUI,Northern Kentucky,55,71,1
2024,Villanova,Drexel,55,57,0
2024,Pepperdine,Cal St. Fullerton,55,60,1
2024,Murray St.,Southeastern Louisiana,55,61,1
2024,Chicago St.,Bethune Cookman,55,54,1
2024,Clemson,North Carolina,55,65,1
2024,Delaware St.,Coppin St.,55,53,1
2024,William & Mary,Drexel,55,77,1
2024,Marist,Quinnipiac,55,66,1
2024,Alabama St.,Alcorn St.,55,53,1
2024,James Madison,Appalachian St.,55,59,1
2024,South Dakota,South Dakota St.,55,73,1
2024,NJIT,Bryant,55,70,1
2024,Saint Francis,Merrimack,55,74,1
2024,Western Michigan,Central Michigan,55,62,1
2024,North Texas,South Florida,55,60,1
2024,Tulsa,North Texas,55,68,1
2024,Lindenwood,Tennessee St.,55,65,1
2024,Davidson,George Mason,55,57,1
2024,Oregon St.,Washington,55,67,1
2024,Tennessee Tech,Western Illinois,55,62,1
2024,Idaho,Idaho St.,55,53,1
2024,NJIT,Binghamton,55,69,1
2024,Miami FL,Duke,55,84,1
2024,Winthrop,Presbyterian,55,78,1
2024,Fairleigh Dickinson,Merrimack,55,74,1
2024,Elon,Hampton,55,56,0
2024,Little Rock,Morehead St.,55,69,0
2024,Rice,North Texas,55,71,1
2024,Clemson,Boston College,55,76,0
2024,Valparaiso,IUPUI,56,66,1
2024,Buffalo,South Alabama,56,70,1
2024,Texas Tech,San Jose St.,56,42,1
2024,Missouri St.,Kent St.,56,52,0
2024,Chaminade,Kansas,56,83,0
2024,Syracuse,Tennessee,56,73,0
2024,Chaminade,Syracuse               1,56,5,0
2024,Old Dominion,Princeton,56,76,1
2024,Rice,New Mexico,56,90,0
2024,Santa Clara,Ohio St.,56,86,0
2024,Boise St.,Butler,56,70,0
2024,Rhode Island,Delaware,56,67,0
2024,Virginia,Northeastern,56,54,1
2024,Cal St. Bakersfield,UC Irvine,56,75,1
2024,Manhattan,Wagner,56,68,1
2024,Loyola Chicago,Richmond,56,58,1
2024,Nevada,Boise St.,56,64,1
2024,Army,Colgate,56,64,1
2024,Illinois St.,Drake,56,77,1
2024,Charlotte,North Texas,56,44,1
2024,Rice,Florida Atlantic,56,69,1
2024,Cal St. Northridge,Cal St. Bakersfield,56,64,1
2024,Army,Bucknell,56,66,1
2024,Delaware,Towson,56,67,1
2024,Texas Southern,Alabama St.,56,55,1
2024,Army,Lafayette,56,64,0
2024,Chattanooga,Samford,56,78,1
2024,Dartmouth,Columbia,56,72,1
2024,UMKC,St. Thomas,56,71,1
2024,Illinois St.,Illinois Chicago,56,61,1
2024,Xavier,Villanova,56,53,1
2024,Arkansas Pine Bluff,Alcorn St.,56,68,1
2024,Oregon,Washington St.,56,62,1
2024,Coppin St.,Delaware St.,56,66,1
2024,Ball St.,Eastern Michigan,56,58,1
2024,Dartmouth,Princeton,56,68,1
2024,Towson,Charleston,56,72,1
2024,UCLA,USC,56,62,1
2024,Lamar,McNeese St.,56,58,1
2024,Cal Poly,Cal St. Bakersfield,56,68,1
2024,Georgia,Texas A&M,56,70,1
2024,Incarnate Word,Southeastern Louisiana,56,73,1
2024,Winthrop,Longwood,56,69,0
2024,Central Connecticut,Wagner,56,66,0
2024,UNC Wilmington,Towson,56,66,0
2024,Grambling St.,Alabama St.,56,50,0
2024,Central Michigan,Bowling Green,56,66,0
2024,Tennessee,Mississippi St.,56,73,0
2024,Bucknell,Delaware,57,78,1
2024,Pacific,Sam Houston St.,57,64,1
2024,Stonehill,Army,57,44,1
2024,Saint Mary's,Weber St.,57,61,1
2024,Loyola MD,Binghamton,57,63,1
2024,Villanova,Maryland,57,40,1
2024,Cal Poly,Portland St.,57,73,0
2024,Monmouth,Princeton,57,82,1
2024,Indiana,Connecticut,57,77,0
2024,Northwestern,Mississippi St.,57,66,0
2024,Rhode Island,Washington St.,57,78,0
2024,Middle Tennessee,UAB,57,58,1
2024,Murray St.,Appalachian St.,57,67,0
2024,Michigan,Texas Tech,57,73,0
2024,Illinois Chicago,UNC Greensboro,57,58,0
2024,South Dakota,Air Force,57,58,1
2024,Holy Cross,Maine,57,72,1
2024,Robert Morris,Youngstown St.,57,71,1
2024,Michigan St.,Wisconsin,57,70,1
2024,Iona,Hofstra,57,62,1
2024,Southern Indiana,Purdue Fort Wayne,57,70,1
2024,Sacred Heart,Fairfield,57,67,1
2024,Florida St.,SMU,57,68,1
2024,Holy Cross,Quinnipiac,57,77,1
2024,Pittsburgh,North Carolina,57,70,1
2024,Louisiana Monroe,Marshall,57,68,1
2024,Providence,Seton Hall,57,61,1
2024,Loyola Marymount,Santa Clara,57,68,1
2024,Fresno St.,Nevada,57,72,1
2024,UCLA,California,57,66,1
2024,Iowa St.,Houston,57,53,1
2024,Boston University,Bucknell,57,73,1
2024,Houston,UCF,57,42,1
2024,Jacksonville St.,Louisiana Tech,57,74,1
2024,Navy,Army,57,53,1
2024,Western Illinois,Tennessee St.,57,58,1
2024,Saint Peter's,Rider,57,62,1
2024,Arkansas,Kentucky,57,63,1
2024,Bryant,Vermont,57,67,1
2024,Georgetown,Marquette,57,91,1
2024,San Jose St.,Fresno St.,57,69,1
2024,East Tennessee St.,Wofford,57,50,1
2024,Lehigh,Army,57,68,1
2024,Stonehill,Le Moyne,57,88,1
2024,Old Dominion,Central Michigan,57,58,1
2024,Green Bay,Northern Kentucky,57,58,1
2024,Butler,Creighton,57,79,1
2024,Maine,Vermont,57,68,1
2024,Oklahoma,Kansas,57,67,1
2024,Georgia Tech,Clemson,57,81,1
2024,Western Illinois,Morehead St.,57,78,1
2024,Southern,Grambling St.,57,63,1
2024,Michigan St.,Ohio St.,57,60,1
2024,George Washington,Massachusetts,57,69,1
2024,Pepperdine,Saint Mary's,57,83,1
2024,Jacksonville,Florida Gulf Coast,57,59,1
2024,Idaho,Montana,57,80,1
2024,Saint Mary's,Gonzaga,57,70,1
2024,Miami FL,Boston College,57,67,1
2024,New Orleans,McNeese St.,57,81,1
2024,Sacred Heart,Wagner,57,60,0
2024,Alabama St.,Southern,57,65,1
2024,American,Bucknell,57,80,0
2024,San Diego,Pepperdine,57,52,0
2024,Oregon St.,Colorado,57,73,1
2024,George Mason,Saint Joseph's,57,64,0
2024,Dayton,Duquesne,57,65,0
2024,Liberty,UTEP,57,66,0
2024,Army,Quinnipiac,58,67,1
2024,Air Force,Nebraska Omaha,58,56,1
2024,Coastal Carolina,North Carolina Central,58,70,1
2024,Rutgers,Illinois,58,76,1
2024,Portland,Air Force,58,80,1
2024,Illinois St.,Norfolk St.,58,64,1
2024,Army,US Merchant Marine,58,50,1
2024,Bucknell,Saint Peter's,58,67,1
2024,Marist,Lehigh,58,65,1
2024,Santa Clara,Yale,58,66,1
2024,Cal St. Fullerton,UC San Diego,58,76,1
2024,Florida Gulf Coast,North Florida,58,78,1
2024,Southern,Texas Southern,58,51,1
2024,Coppin St.,Maryland Eastern Shore,58,55,0
2024,DePaul,Creighton,58,84,1
2024,IUPUI,Green Bay,58,68,1
2024,Longwood,Radford,58,69,1
2024,Louisiana Monroe,Southern Miss,58,71,1
2024,Idaho,Eastern Washington,58,79,1
2024,Loyola MD,Boston University,58,60,1
2024,Notre Dame,Florida St.,58,67,1
2024,Southern Illinois,Drake,58,76,1
2024,UCF,BYU,58,63,1
2024,UTSA,Charlotte,58,66,1
2024,Pittsburgh,Syracuse,58,69,1
2024,Illinois Chicago,Murray St.,58,73,1
2024,UMBC,New Hampshire,58,64,1
2024,UNLV,Air Force,58,90,1
2024,Northern Kentucky,Purdue Fort Wayne,58,63,1
2024,Davidson,VCU,58,63,1
2024,Evansville,Illinois St.,58,54,1
2024,Murray St.,Southern Illinois,58,60,1
2024,Notre Dame,Boston College,58,61,1
2024,Houston Christian,Southeastern Louisiana,58,80,1
2024,Lindenwood,Southeast Missouri St.,58,54,1
2024,Marist,Mount St. Mary's,58,76,1
2024,Portland St.,Sacramento St.,58,51,1
2024,Oregon St.,Washington St.,58,64,1
2024,Holy Cross,American,58,56,1
2024,Weber St.,Sacramento St.,58,53,1
2024,Florida A&M,Prairie View A&M,58,61,1
2024,Notre Dame,Georgia Tech,58,55,1
2024,Sacramento St.,Northern Arizona,58,73,1
2024,Oregon St.,Oregon,58,60,1
2024,Marshall,James Madison,58,84,1
2024,New Mexico St.,Sam Houston St.,58,79,1
2024,Le Moyne,Fairleigh Dickinson,58,68,1
2024,Marshall,Appalachian St.,58,65,1
2024,New Mexico St.,Louisiana Tech,58,67,1
2024,Bowling Green,Miami OH,58,66,1
2024,Charleston Southern,Radford,58,57,1
2024,Holy Cross,Colgate,58,77,1
2024,Iowa St.,Oklahoma,58,45,1
2024,East Carolina,Memphis,58,82,1
2024,North Carolina A&T,Towson,58,84,1
2024,UNC Wilmington,Hofstra,58,69,1
2024,Marist,Fairfield,58,55,1
2024,Alabama A&M,Alabama St.,58,53,1
2024,Coppin St.,North Carolina Central,58,83,1
2024,Saint Francis,Le Moyne,58,74,1
2024,Coppin St.,South Carolina St.,58,61,1
2024,Southern,Florida A&M,58,44,1
2024,Georgetown,Providence,58,71,1
2024,Oklahoma St.,Texas Tech,58,75,1
2024,Minnesota,Indiana,58,70,1
2024,Villanova,DePaul,58,57,0
2024,South Carolina St.,Delaware St.,58,71,0
2024,Southern,Bethune Cookman,58,73,0
2024,Bryant,Manhattan,59,61,1
2024,Campbell,Navy,59,48,1
2024,Oklahoma St.,Abilene Christian,59,64,1
2024,Charlotte,Liberty,59,71,0
2024,UMBC,Marist,59,65,1
2024,Notre Dame,Auburn,59,83,0
2024,Colgate,Gardner Webb,59,52,0
2024,Abilene Christian,Fordham,59,45,0
2024,Austin Peay,Tarleton St.,59,66,0
2024,Richmond,Colorado,59,64,0
2024,Akron,Drake,59,79,0
2024,McNeese St.,Texas St.,59,48,0
2024,South Florida,Maine,59,70,1
2024,Tarleton St.,Cal St. Bakersfield,59,40,0
2024,UTEP,Bradley,59,63,0
2024,Tennessee St.,Mercer,59,60,0
2024,Virginia,Texas A&M,59,47,1
2024,Stony Brook,Wagner,59,60,1
2024,Jacksonville St.,East Tennessee St.,59,61,1
2024,Mississippi St.,Southern,59,60,1
2024,Coppin St.,Wagner,59,62,1
2024,Green Bay,Western Illinois,59,68,1
2024,Wagner,Boston University,59,73,1
2024,Gardner Webb,Appalachian St.,59,80,0
2024,Loyola Marymount,UC Santa Barbara,59,68,0
2024,Alabama St.,USC,59,79,1
2024,Old Dominion,South Alabama,59,61,1
2024,Richmond,Lafayette,59,38,1
2024,Rutgers,Stonehill,59,58,1
2024,Davidson,Dayton,59,72,1
2024,Stonehill,Central Connecticut,59,74,1
2024,Evansville,Murray St.,59,81,1
2024,Notre Dame,Duke,59,67,1
2024,Southern Indiana,Tennessee Tech,59,73,1
2024,Northwestern St.,McNeese St.,59,68,1
2024,Central Arkansas,Bellarmine,59,57,1
2024,Illinois Chicago,Bradley,59,77,1
2024,William & Mary,Stony Brook,59,63,1
2024,East Carolina,North Texas,59,60,1
2024,Lindenwood,SIU Edwardsville,59,78,1
2024,Maryland,Michigan St.,59,61,1
2024,Buffalo,Ball St.,59,87,1
2024,Minnesota,Wisconsin,59,61,1
2024,Boston University,Army,59,69,1
2024,Charleston Southern,Winthrop,59,78,1
2024,Virginia,N.C. State,59,53,0
2024,UC Davis,UC San Diego,59,92,1
2024,Murray St.,Illinois St.,59,61,1
2024,Tennessee,South Carolina,59,63,1
2024,Cal Poly,UC Irvine,59,73,1
2024,Central Arkansas,Florida Gulf Coast,59,82,1
2024,Eastern Illinois,Tennessee Martin,59,76,1
2024,North Carolina A&T,Hampton,59,58,1
2024,Saint Peter's,Niagara,59,68,0
2024,Cal St. Bakersfield,UC Santa Barbara,59,70,1
2024,Hofstra,Towson,59,56,1
2024,Michigan,Rutgers,59,69,1
2024,Santa Clara,San Diego,59,70,1
2024,Stony Brook,Northeastern,59,55,1
2024,Miami OH,Northern Illinois,59,62,1
2024,Minnesota,Michigan St.,59,56,1
2024,Duquesne,Davidson,59,72,1
2024,Hampton,Hofstra,59,63,1
2024,Jacksonville,Central Arkansas,59,55,1
2024,Jacksonville St.,Western Kentucky,59,70,1
2024,Northwestern St.,Southeastern Louisiana,59,69,1
2024,Western Illinois,Tennessee Martin,59,62,1
2024,Cincinnati,Iowa St.,59,68,1
2024,Richmond,Massachusetts,59,69,1
2024,Southern Miss,Louisiana Monroe,59,68,1
2024,Auburn,Kentucky,59,70,1
2024,Loyola Marymount,San Francisco,59,82,1
2024,UTEP,Louisiana Tech,59,65,1
2024,Green Bay,Purdue Fort Wayne,59,85,1
2024,Charleston Southern,High Point,59,74,1
2024,Georgia St.,Texas St.,59,68,1
2024,Mississippi,South Carolina,59,72,1
2024,Northern Illinois,Ohio,59,80,1
2024,Green Bay,Youngstown St.,59,71,1
2024,Butler,St. John's,59,82,1
2024,VCU,Duquesne,59,69,1
2024,Davidson,Loyola Chicago,59,69,1
2024,South Carolina,Tennessee,59,66,1
2024,UCF,Houston,59,67,1
2024,Siena,Niagara,59,66,1
2024,Southern Miss,Texas St.,59,75,0
2024,Miami OH,Ohio,59,72,1
2024,UCLA,Arizona St.,59,47,1
2024,UT Rio Grande Valley,Southern Utah,59,68,1
2024,UNC Asheville,Longwood,59,85,0
2024,Hofstra,Stony Brook,59,63,0
2024,South Dakota St.,St. Thomas,59,49,0
2024,Massachusetts,VCU,59,73,0
2024,Toledo,Kent St.,59,67,0
2024,Arizona,Oregon,59,67,0
2024,USC,UC Irvine,60,70,1
2024,Seattle,Northern Arizona,60,62,1
2024,Virginia Tech,Campbell,60,44,1
2024,California,Montana St.,60,63,1
2024,VCU,Seattle,60,56,1
2024,William & Mary,Lindenwood,60,71,0
2024,Buffalo,Louisiana,60,68,0
2024,FIU,Loyola Marymount,60,61,0
2024,Merrimack,Alabama St.,60,66,0
2024,UAB,McNeese St.,60,81,1
2024,VCU,Norfolk St.,60,63,1
2024,Xavier,Houston,60,66,1
2024,Maine,Brown,60,49,1
2024,Nebraska,Creighton,60,89,1
2024,Niagara,St. Bonaventure,60,94,1
2024,Presbyterian,Florida A&M,60,65,1
2024,Vanderbilt,San Francisco,60,73,1
2024,LSU,Kansas St.,60,75,1
2024,Sacramento St.,Cal St. Fullerton,60,62,1
2024,Fordham,North Texas,60,59,0
2024,Sam Houston St.,Texas St.,60,73,1
2024,Toledo,Vermont,60,86,1
2024,Lafayette,Quinnipiac,60,78,1
2024,Little Rock,Jacksonville St.,60,90,1
2024,Notre Dame,Marist,60,56,1
2024,UCLA,Maryland,60,69,1
2024,Rutgers,Mississippi St.,60,70,0
2024,Harvard,Iona,60,69,1
2024,Air Force,Utah St.,60,88,1
2024,Georgetown,Creighton,60,77,1
2024,Merrimack,Fairleigh Dickinson,60,56,1
2024,BYU,Cincinnati,60,71,1
2024,Ohio St.,Wisconsin,60,71,1
2024,Eastern Illinois,Western Illinois,60,63,1
2024,Texas Tech,Kansas St.,60,59,1
2024,Murray St.,Northern Iowa,60,70,1
2024,Mercer,Chattanooga,60,74,1
2024,VMI,Furman                 1,60,0,1
2024,Binghamton,UMass Lowell,60,80,1
2024,Missouri St.,Illinois St.,60,69,1
2024,San Francisco,Saint Mary's,60,77,1
2024,Colgate,Lehigh,60,57,1
2024,Oklahoma,Texas,60,75,1
2024,Fairleigh Dickinson,Central Connecticut,60,76,1
2024,Idaho,Northern Arizona,60,75,1
2024,Eastern Illinois,Tennessee St.,60,64,1
2024,Sam Houston St.,UTEP,60,56,1
2024,Rutgers,Purdue,60,68,1
2024,East Carolina,South Florida,60,71,1
2024,Radford,Charleston Southern,60,63,1
2024,Pacific,Portland,60,65,1
2024,Brown,Princeton,60,70,1
2024,Cal Baptist,Seattle,60,61,1
2024,Illinois St.,Bradley,60,73,1
2024,North Dakota,North Dakota St.,60,58,1
2024,Tennessee Tech,Morehead St.,60,67,1
2024,Texas St.,Southern Miss,60,55,1
2024,Virginia,Miami FL,60,38,1
2024,Fordham,VCU,60,75,1
2024,Missouri,Texas A&M,60,79,1
2024,Western Illinois,Little Rock,60,63,1
2024,California,UCLA,60,61,1
2024,New Hampshire,Maine,60,57,1
2024,Wright St.,Oakland,60,74,1
2024,Mercer,Wofford,60,73,1
2024,Old Dominion,Louisiana,60,68,1
2024,Oral Roberts,North Dakota St.,60,73,1
2024,Illinois Chicago,Belmont,60,75,1
2024,USC Upstate,Charleston Southern,60,63,1
2024,Cal St. Fullerton,Cal St. Northridge,60,65,1
2024,Delaware,Drexel,60,70,1
2024,Coastal Carolina,Arkansas St.,60,71,1
2024,North Florida,Florida Gulf Coast,60,79,1
2024,Robert Morris,Northern Kentucky,60,70,1
2024,Cal Baptist,Stephen F. Austin,60,62,0
2024,NJIT,UMBC,60,79,1
2024,Bucknell,Lafayette,60,50,1
2024,Lehigh,Colgate,60,63,1
2024,Providence,Villanova,60,71,1
2024,Akron,Eastern Michigan,60,61,1
2024,USC Upstate,Radford,60,67,0
2024,Tarleton St.,Utah Valley,60,63,1
2024,UNC Asheville,Charleston Southern,60,55,0
2024,Mississippi,Texas A&M,60,86,1
2024,Northern Arizona,Idaho St.,60,68,0
2024,Providence,Connecticut,60,74,1
2024,UMKC,Denver,60,61,0
2024,Iona,Manhattan,60,57,0
2024,Stephen F. Austin,Abilene Christian,60,57,0
2024,Houston,TCU,60,45,0
2024,LSU,Mississippi St.,60,70,0
2024,SMU,Temple,60,75,0
2024,Bowling Green,Kent St.,60,73,0
2024,Quinnipiac,Saint Peter's,60,62,0
2024,Rutgers,Princeton,61,68,0
2024,Chicago St.,Mercer,61,66,1
2024,Maryland,Davidson,61,64,0
2024,Notre Dame,Western Carolina,61,71,1
2024,Louisville,Coppin St.,61,41,1
2024,Cal Poly,St. Thomas,61,60,0
2024,Florida Gulf Coast,Missouri St.,61,70,0
2024,Weber St.,Gardner Webb,61,62,0
2024,North Alabama,Jacksonville St.,61,59,1
2024,IUPUI,Holy Cross,61,74,0
2024,Idaho St.,The Citadel,61,62,0
2024,Illinois St.,Long Beach St.,61,52,0
2024,Saint Peter's,UMass Lowell,61,69,1
2024,Milwaukee,Siena,61,59,0
2024,SMU,Wisconsin,61,69,0
2024,Saint Francis,Niagara,61,69,1
2024,Texas A&M Commerce,Denver,61,71,1
2024,Lehigh,Saint Francis,61,62,1
2024,South Dakota St.,Towson,61,48,0
2024,Colorado St.,Saint Mary's,61,64,1
2024,Delaware St.,Longwood,61,62,1
2024,Iona,Saint Francis,61,54,1
2024,Fresno St.,Cal St. Bakersfield,61,58,1
2024,Bellarmine,Evansville,61,70,1
2024,Pacific,UC Davis,61,82,1
2024,Washington St.,Santa Clara,61,69,0
2024,UC Davis,Montana,61,73,1
2024,Valparaiso,Samford,61,79,1
2024,Idaho,Sacramento St.,61,58,1
2024,Akron,St. Bonaventure,61,62,0
